STATE,COUNTY,VARIABLE,POP
Ohio,Delaware,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Fairfield,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Fayette,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Franklin,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,82
Ohio,Hocking,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Knox,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Licking,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Logan,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Madison,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Marion,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Morrow,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Perry,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Pickaway,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Ross,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,0
Ohio,Union,Estimate!!Total:!!Europe:!!Western Europe:!!Switzerland,26
Ohio,Delaware,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Fairfield,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Fayette,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Franklin,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,6
Ohio,Hocking,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Knox,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Licking,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Logan,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Madison,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Marion,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Morrow,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Perry,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Pickaway,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Ross,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Union,Estimate!!Total:!!Europe:!!Western Europe:!!Other Western Europe,0
Ohio,Delaware,Estimate!!Total:!!Europe:!!Southern Europe:,200
Ohio,Fairfield,Estimate!!Total:!!Europe:!!Southern Europe:,13
Ohio,Fayette,Estimate!!Total:!!Europe:!!Southern Europe:,26
Ohio,Franklin,Estimate!!Total:!!Europe:!!Southern Europe:,1231
Ohio,Hocking,Estimate!!Total:!!Europe:!!Southern Europe:,8
Ohio,Knox,Estimate!!Total:!!Europe:!!Southern Europe:,17
Ohio,Licking,Estimate!!Total:!!Europe:!!Southern Europe:,80
Ohio,Logan,Estimate!!Total:!!Europe:!!Southern Europe:,0
Ohio,Madison,Estimate!!Total:!!Europe:!!Southern Europe:,19
Ohio,Marion,Estimate!!Total:!!Europe:!!Southern Europe:,0
